latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
8.46066,32.62701,332.35,1.17,1.08,2023-04-20,0811,T,67,6.1NRT,304.73,18.81,D
8.62477,31.29902,333,1.03,1.02,2023-04-20,0811,T,77,6.1NRT,311.04,12.72,D
8.18284,34.09283,329.2,1.46,1.19,2023-04-20,0811,T,70,6.1NRT,302.04,14.41,D
8.20569,33.87632,331.95,1.4,1.17,2023-04-20,0811,T,68,6.1NRT,307.21,13.93,D
8.27682,33.1537,334.93,1.26,1.11,2023-04-20,0811,T,78,6.1NRT,298.2,24.23,D
8.27508,33.16486,326.53,1.26,1.12,2023-04-20,0811,T,56,6.1NRT,297.52,9.11,D
9.02794,28.00396,339.4,1.15,1.07,2023-04-20,0811,T,80,6.1NRT,319.98,16.57,D
8.78909,29.66934,323.43,1.01,1,2023-04-20,0811,T,60,6.1NRT,305.01,13.4,D
8.27454,33.1583,332.26,1.26,1.12,2023-04-20,0811,T,74,6.1NRT,298.09,19.86,D
9.03518,27.81527,341.46,1.17,1.08,2023-04-20,0811,T,75,6.1NRT,320,22.29,D
8.14959,33.71049,333.64,1.37,1.16,2023-04-20,0811,T,80,6.1NRT,304.74,22.11,D
8.13935,33.70892,330,1.37,1.16,2023-04-20,0811,T,66,6.1NRT,304.26,16.11,D
8.06705,34.17487,338.55,1.48,1.2,2023-04-20,0811,T,75,6.1NRT,303.22,44.3,D
8.66726,30.13468,347.56,1,1,2023-04-20,0811,T,93,6.1NRT,310.47,37.7,D
8.83921,28.80648,343.96,1.06,1.03,2023-04-20,0811,T,82,6.1NRT,317.42,27.45,D
8.83788,28.8159,349.67,1.06,1.03,2023-04-20,0811,T,93,6.1NRT,317.1,39.94,D
8.3521,31.82985,332.87,1.08,1.04,2023-04-20,0811,T,75,6.1NRT,309.79,12.76,D
8.91862,27.5663,340.05,1.21,1.09,2023-04-20,0811,T,73,6.1NRT,319.28,19.01,D
8.46476,30.62914,323.9,1.01,1,2023-04-20,0811,T,54,6.1NRT,306.68,10.16,D
8.68596,28.84923,334.48,1.05,1.02,2023-04-20,0811,T,67,6.1NRT,314.58,15.49,D
8.67267,28.94258,328.38,1.05,1.02,2023-04-20,0811,T,56,6.1NRT,309.4,13.23,D
8.82439,27.65577,333.89,1.19,1.09,2023-04-20,0811,T,66,6.1NRT,315.81,9.5,D
7.96381,33.44987,362.33,1.33,1.14,2023-04-20,0811,T,100,6.1NRT,304.07,116.03,D
7.96221,33.12703,329.67,1.27,1.12,2023-04-20,0811,T,71,6.1NRT,306.13,12.82,D
7.95405,33.11433,327.97,1.26,1.12,2023-04-20,0811,T,47,6.1NRT,306.14,11.32,D
7.95233,33.12553,330,1.27,1.12,2023-04-20,0811,T,72,6.1NRT,306.57,14.11,D
7.85794,33.53688,327.64,1.35,1.15,2023-04-20,0811,T,61,6.1NRT,301.44,17.29,D
7.78179,33.56781,345.18,1.36,1.15,2023-04-20,0811,T,91,6.1NRT,304.07,50.56,D
7.77993,33.57983,345.34,1.36,1.16,2023-04-20,0811,T,91,6.1NRT,306.78,51.26,D
7.7202,33.96434,326.44,1.45,1.19,2023-04-20,0811,T,57,6.1NRT,302.86,11.99,D
7.97225,31.28183,329.77,1.04,1.02,2023-04-20,0811,T,58,6.1NRT,306.84,11.86,D
7.99837,30.23099,334.93,1,1,2023-04-20,0811,T,81,6.1NRT,303.06,25.66,D
7.99707,30.23986,327.24,1,1,2023-04-20,0811,T,69,6.1NRT,302.46,16.13,D
7.76799,31.65754,327.71,1.07,1.03,2023-04-20,0811,T,69,6.1NRT,302.9,10.64,D
7.72304,31.65419,325.68,1.08,1.04,2023-04-20,0811,T,65,6.1NRT,302.54,8.38,D
7.82356,30.10272,338.63,1,1,2023-04-20,0811,T,84,6.1NRT,303.47,30.69,D
7.82227,30.11159,334.64,1,1,2023-04-20,0811,T,80,6.1NRT,306.2,24.68,D
7.81342,30.11032,324.61,1,1,2023-04-20,0811,T,49,6.1NRT,307.38,11.9,D
7.89654,28.56778,340.93,1.06,1.03,2023-04-20,0811,T,81,6.1NRT,315.13,22.75,D
7.52172,30.96054,338.7,1.03,1.01,2023-04-20,0811,T,82,6.1NRT,307.36,24.77,D
7.51276,30.95924,336.45,1.03,1.01,2023-04-20,0811,T,78,6.1NRT,308.71,20.79,D
7.51141,30.96834,335.66,1.03,1.01,2023-04-20,0811,T,65,6.1NRT,307.92,20.7,D
7.95282,27.65532,335.05,1.17,1.07,2023-04-20,0811,T,74,6.1NRT,314.12,14.93,D
7.95136,27.66566,336.1,1.16,1.07,2023-04-20,0811,T,76,6.1NRT,314.98,16.89,D
7.65241,28.07359,333.64,1.11,1.05,2023-04-20,0811,T,70,6.1NRT,315.62,11.59,D
7.28744,30.47854,332.39,1.01,1,2023-04-20,0811,T,46,6.1NRT,310.13,15.29,D
7.62229,28.10338,332.17,1.1,1.05,2023-04-20,0811,T,59,6.1NRT,314.42,9.79,D
7.04881,31.03794,338.29,1.04,1.02,2023-04-20,0811,T,84,6.1NRT,296.54,35.05,D
7.03981,31.03663,384.83,1.04,1.02,2023-04-20,0811,T,100,6.1NRT,299.01,176.06,D
7.03844,31.04582,337.19,1.04,1.02,2023-04-20,0811,T,83,6.1NRT,297.1,33.1,D
6.93899,30.27601,363.88,1.01,1,2023-04-20,0811,T,100,6.1NRT,307.34,84.65,D
6.93769,30.2849,338.22,1.01,1,2023-04-20,0811,T,81,6.1NRT,305.77,26.55,D
6.93142,30.26584,381.91,1,1,2023-04-20,0811,T,100,6.1NRT,308.58,150.99,D
6.93012,30.27473,371.76,1.01,1,2023-04-20,0811,T,100,6.1NRT,311.82,108.26,D
6.92881,30.28363,369.99,1.01,1,2023-04-20,0811,T,100,6.1NRT,310.14,101.69,D
6.92255,30.26457,374.68,1,1,2023-04-20,0811,T,100,6.1NRT,306.2,118.98,D
6.92124,30.27346,355.34,1.01,1,2023-04-20,0811,T,97,6.1NRT,309.4,56.2,D
6.91994,30.28236,365.93,1.01,1,2023-04-20,0811,T,100,6.1NRT,309.62,84.58,D
6.91498,30.2544,347.14,1,1,2023-04-20,0811,T,91,6.1NRT,306.15,43.04,D
6.95541,29.91617,342.95,1,1,2023-04-20,0811,T,86,6.1NRT,313.64,22.77,D
6.95411,29.92503,345.02,1,1,2023-04-20,0811,T,88,6.1NRT,311.82,26.33,D
6.83638,29.71505,338.96,1,1,2023-04-20,0811,T,80,6.1NRT,312.62,17.66,D
6.45331,31.25563,326.32,1.06,1.03,2023-04-20,0811,T,49,6.1NRT,303.09,10.07,D
6.07149,32.6227,327.46,1.25,1.11,2023-04-20,0811,T,72,6.1NRT,301.92,14.86,D
6.2758,30.52689,336.96,1.02,1.01,2023-04-20,0811,T,68,6.1NRT,305.4,21.89,D
5.89407,30.35803,332.35,1.02,1.01,2023-04-20,0811,T,76,6.1NRT,307.84,13.17,D
5.09449,26.09574,322.41,1.33,1.14,2023-04-20,0811,T,74,6.1NRT,297.45,18.57,D
4.33686,29.71454,315.6,1,1,2023-04-20,0811,T,63,6.1NRT,297.96,5.39,D
4.33557,29.72339,328.62,1.01,1,2023-04-20,0811,T,81,6.1NRT,298.66,18.52,D
2.11015,36.43201,331.73,2.82,1.6,2023-04-20,0813,T,47,6.1NRT,308.06,55.64,D
2.06384,36.45057,333,2.83,1.61,2023-04-20,0813,T,81,6.1NRT,307.19,58.37,D
3.10273,29.07476,310.26,1,1,2023-04-20,0813,T,46,6.1NRT,290.41,4.93,D
2.56732,30.33624,311.77,1.06,1.03,2023-04-20,0813,T,59,6.1NRT,293.99,5.78,D
1.09292,30.2016,313.7,1.07,1.03,2023-04-20,0813,T,67,6.1NRT,291.13,7.35,D
-0.63317,29.26866,310.08,1.03,1.01,2023-04-20,0813,T,61,6.1NRT,290.12,4.47,D
59.84833,65.18917,327.89,3.3,1.72,2023-04-20,0756,T,85,6.1NRT,284.97,159.4,D
59.83245,65.23874,352.9,3.32,1.72,2023-04-20,0756,T,97,6.1NRT,288.26,404.12,D
59.85195,65.18581,316.87,3.3,1.72,2023-04-20,0756,T,77,6.1NRT,284.52,95.45,D
59.83627,65.23557,349.67,3.32,1.72,2023-04-20,0756,T,96,6.1NRT,288.47,363.84,D
59.42599,62.32153,308.15,2.74,1.58,2023-04-20,0756,T,50,6.1NRT,286.29,42.03,D
59.41378,62.36294,300.06,2.75,1.59,2023-04-20,0756,T,19,6.1NRT,285.73,22.63,D
59.42328,62.31077,304.78,2.74,1.58,2023-04-20,0756,T,45,6.1NRT,286.04,32.1,D
59.4112,62.35243,302.49,2.75,1.59,2023-04-20,0756,T,43,6.1NRT,284.85,27.85,D
59.11416,61.88655,305.49,2.73,1.58,2023-04-20,0756,T,29,6.1NRT,286.02,30.77,D
59.10178,61.87312,309.83,2.73,1.58,2023-04-20,0756,T,61,6.1NRT,286.48,43.44,D
59.08943,61.85962,304.99,2.73,1.58,2023-04-20,0756,T,29,6.1NRT,287.03,28.82,D
61.24734,46.93861,315.87,1,1,2023-04-20,0756,T,76,6.1NRT,283.7,15.33,D
61.24478,46.95655,335.13,1,1,2023-04-20,0756,T,89,6.1NRT,283.63,37.82,D
58.8815,55.03924,303.34,1.57,1.23,2023-04-20,0756,T,56,6.1NRT,285.57,14.09,D
58.87587,55.06402,314.37,1.57,1.24,2023-04-20,0756,T,75,6.1NRT,287.31,29.07,D
58.8754,55.05692,319.97,1.57,1.24,2023-04-20,0756,T,80,6.1NRT,287.98,36.77,D
58.75616,45.07931,322.46,1.01,1,2023-04-20,0756,T,82,6.1NRT,289.38,21.28,D
58.7538,45.0961,320.1,1.01,1,2023-04-20,0756,T,80,6.1NRT,289.03,18.67,D
58.15258,40.05207,321.26,1.24,1.1,2023-04-20,0758,T,81,6.1NRT,288.71,25.75,D
58.15046,40.07267,334.44,1.23,1.1,2023-04-20,0758,T,89,6.1NRT,290.23,47.59,D
57.33175,41.30666,310.62,1.12,1.05,2023-04-20,0758,T,70,6.1NRT,293.19,9.43,D
57.10141,28.23162,301.34,3.66,1.79,2023-04-20,0758,T,46,6.1NRT,283.51,33.75,D
56.36405,35.01773,300.95,1.81,1.32,2023-04-20,0758,T,43,6.1NRT,289.1,8.79,D
56.35617,35.13346,311.21,1.79,1.31,2023-04-20,0758,T,65,6.1NRT,291.14,21,D
56.34642,35.1022,309.08,1.8,1.31,2023-04-20,0758,T,68,6.1NRT,290.28,18.08,D
56.34446,35.13104,311.81,1.79,1.31,2023-04-20,0758,T,72,6.1NRT,289.56,22.39,D
54.43346,48.22843,323.81,1.2,1.09,2023-04-20,0758,T,75,6.1NRT,291.63,20.66,D
54.42416,48.22332,327.39,1.2,1.09,2023-04-20,0758,T,80,6.1NRT,292.23,24.5,D
54.2518,48.29099,310.47,1.21,1.1,2023-04-20,0758,T,23,6.1NRT,296.07,6.11,D
54.24244,48.28587,314.76,1.21,1.1,2023-04-20,0758,T,68,6.1NRT,296.44,10.91,D
54.23915,48.30332,310.77,1.22,1.1,2023-04-20,0758,T,51,6.1NRT,294.89,7.53,D
55.95383,34.39033,307.32,1.91,1.35,2023-04-20,0758,T,65,6.1NRT,290.72,16.89,D
55.90254,34.62305,301.29,1.86,1.33,2023-04-20,0758,T,43,6.1NRT,289.89,7.88,D
53.84519,49.71761,318.47,1.39,1.17,2023-04-20,0758,T,75,6.1NRT,298.93,17.1,D
55.82432,34.23656,307.01,1.93,1.36,2023-04-20,0758,T,61,6.1NRT,292.37,13.24,D
55.54466,37.78414,312.31,1.36,1.16,2023-04-20,0758,T,55,6.1NRT,291.87,12.46,D
55.54867,37.77815,318.27,1.36,1.16,2023-04-20,0758,T,78,6.1NRT,293.08,20.96,D
54.66768,44.821,316.23,1.01,1.01,2023-04-20,0758,T,72,6.1NRT,295.22,10.06,D
55.82046,34.22853,308.47,1.93,1.36,2023-04-20,0758,T,67,6.1NRT,292.04,15.59,D
55.77855,34.85113,301.92,1.81,1.32,2023-04-20,0758,T,48,6.1NRT,290.8,7.93,D
55.52881,37.05025,303.65,1.46,1.19,2023-04-20,0758,T,50,6.1NRT,291.05,6.61,D
55.41365,38.0147,308.62,1.33,1.14,2023-04-20,0758,T,67,6.1NRT,290.61,10.89,D
55.64854,34.90559,302.6,1.8,1.31,2023-04-20,0758,T,25,6.1NRT,291.02,7.92,D
55.63681,34.90327,309.76,1.8,1.31,2023-04-20,0758,T,69,6.1NRT,290.46,19.06,D
53.70744,49.23439,327.04,1.34,1.15,2023-04-20,0758,T,83,6.1NRT,296.33,32.63,D
55.53672,34.31581,306.98,1.9,1.35,2023-04-20,0758,T,65,6.1NRT,290.42,16.43,D
55.53209,34.30911,305.07,1.9,1.35,2023-04-20,0758,T,61,6.1NRT,289.85,13.96,D
55.49055,34.91777,303.09,1.79,1.31,2023-04-20,0758,T,55,6.1NRT,291.73,9.06,D
55.48857,34.94576,305.18,1.78,1.31,2023-04-20,0758,T,61,6.1NRT,291.86,12,D
55.58508,32.4865,310.95,2.3,1.47,2023-04-20,0758,T,71,6.1NRT,290.95,32.39,D
55.57267,32.73845,300.14,2.24,1.45,2023-04-20,0758,T,28,6.1NRT,289.47,11.55,D
55.57088,32.77401,308.13,2.23,1.45,2023-04-20,0758,T,67,6.1NRT,290.64,26.48,D
55.4468,34.50255,302.02,1.86,1.33,2023-04-20,0758,T,43,6.1NRT,291.1,8.66,D
55.18188,37.87259,302.49,1.34,1.15,2023-04-20,0758,T,35,6.1NRT,290.42,5.11,D
54.64542,42.55111,307.98,1.01,1.01,2023-04-20,0758,T,63,6.1NRT,293.46,5.19,D
54.63663,42.5476,309.16,1.01,1.01,2023-04-20,0758,T,65,6.1NRT,293.5,6.18,D
54.267,45.03908,312.77,1.02,1.01,2023-04-20,0758,T,55,6.1NRT,294.88,8.37,D
55.17492,37.86399,301.27,1.34,1.15,2023-04-20,0758,T,26,6.1NRT,289.47,4,D
54.23505,45.18042,308.46,1.03,1.01,2023-04-20,0758,T,50,6.1NRT,293.14,3.67,D
55.44158,34.49415,302.78,1.86,1.33,2023-04-20,0758,T,46,6.1NRT,291.3,9.49,D
55.31312,35.92308,301.54,1.61,1.25,2023-04-20,0758,T,45,6.1NRT,291.12,7.65,D
55.4309,34.10004,306.37,1.94,1.36,2023-04-20,0758,T,63,6.1NRT,289.25,18.26,D
55.42897,34.13068,302.74,1.93,1.36,2023-04-20,0758,T,49,6.1NRT,289.5,12.72,D
55.42127,34.25117,304.96,1.91,1.35,2023-04-20,0758,T,52,6.1NRT,289.87,14.3,D
55.40922,34.24887,311.61,1.91,1.35,2023-04-20,0758,T,72,6.1NRT,290.63,26.36,D
55.26673,35.9379,302.86,1.6,1.25,2023-04-20,0758,T,54,6.1NRT,290.49,8.69,D
55.31858,35.07219,302.9,1.75,1.3,2023-04-20,0758,T,50,6.1NRT,290.91,7.41,D
54.91136,39.6363,322.51,1.16,1.07,2023-04-20,0758,T,71,6.1NRT,293.06,21.49,D
54.90942,39.65405,305.63,1.16,1.07,2023-04-20,0758,T,38,6.1NRT,291.66,3.98,D
55.32238,35.06721,307.47,1.75,1.3,2023-04-20,0758,T,65,6.1NRT,291.67,13.16,D
54.91216,38.15215,314.08,1.3,1.13,2023-04-20,0758,T,74,6.1NRT,290.18,15.98,D
54.91022,38.17181,310.55,1.29,1.13,2023-04-20,0758,T,69,6.1NRT,292.01,11.82,D
55.27927,33.19248,302.55,2.12,1.42,2023-04-20,0758,T,53,6.1NRT,289.6,13.82,D
55.04235,36.60594,308.64,1.49,1.21,2023-04-20,0758,T,67,6.1NRT,292.75,11.94,D
55.18901,34.10387,309.23,1.93,1.36,2023-04-20,0758,T,57,6.1NRT,290.17,20.39,D
55.18716,34.13412,320.45,1.92,1.35,2023-04-20,0758,T,80,6.1NRT,289.45,44.38,D
54.01841,44.7714,315,1.02,1.01,2023-04-20,0758,T,74,6.1NRT,296.97,8.6,D
55.19703,34.09932,306.96,1.93,1.36,2023-04-20,0758,T,53,6.1NRT,291.23,17.18,D
55.19505,34.12947,323.44,1.92,1.35,2023-04-20,0758,T,82,6.1NRT,292.52,53.27,D
54.81767,38.07756,308.58,1.3,1.13,2023-04-20,0758,T,57,6.1NRT,292.03,8.47,D
54.81571,38.09767,308.99,1.3,1.13,2023-04-20,0758,T,58,6.1NRT,290.99,8.98,D
55.20275,32.69281,302.27,2.23,1.45,2023-04-20,0758,T,51,6.1NRT,290.74,12.69,D
53.91636,44.99854,320.73,1.03,1.01,2023-04-20,0758,T,79,6.1NRT,298.75,13.1,D
53.91393,45.01355,313.23,1.03,1.01,2023-04-20,0758,T,41,6.1NRT,299.25,6.11,D
54.84961,37.51891,306.7,1.37,1.16,2023-04-20,0758,T,46,6.1NRT,292.83,7.08,D
54.84768,37.53992,309.77,1.36,1.16,2023-04-20,0758,T,57,6.1NRT,292.89,10.74,D
53.90759,44.99455,313.96,1.03,1.01,2023-04-20,0758,T,32,6.1NRT,299.06,6.08,D
55.06276,34.39563,301.89,1.86,1.33,2023-04-20,0758,T,50,6.1NRT,290.99,10.27,D
55.09117,33.76421,308.44,1.99,1.38,2023-04-20,0758,T,58,6.1NRT,289.79,23.22,D
55.0881,32.66874,301.67,2.23,1.45,2023-04-20,0758,T,47,6.1NRT,290.37,10.68,D
53.74944,45.21766,324.92,1.04,1.02,2023-04-20,0758,T,83,6.1NRT,296.28,17.9,D
53.74064,45.21353,318.46,1.04,1.02,2023-04-20,0758,T,77,6.1NRT,297.12,10.86,D
54.69414,37.67778,307.56,1.34,1.15,2023-04-20,0758,T,54,6.1NRT,292.58,7.5,D
54.81198,35.95166,312.49,1.58,1.24,2023-04-20,0758,T,70,6.1NRT,291.62,17.8,D
54.81005,35.97606,323.05,1.58,1.24,2023-04-20,0758,T,82,6.1NRT,291.03,36.62,D
54.59494,38.07689,306.37,1.29,1.13,2023-04-20,0758,T,45,6.1NRT,291.87,6.39,D
54.41571,39.74447,311.13,1.14,1.06,2023-04-20,0758,T,61,6.1NRT,295.68,6.34,D
54.41373,39.76171,310.58,1.13,1.06,2023-04-20,0758,T,63,6.1NRT,296.4,6.16,D
54.57829,37.82656,306.81,1.32,1.14,2023-04-20,0758,T,53,6.1NRT,292.49,6.69,D
54.5433,38.18322,305.1,1.28,1.12,2023-04-20,0758,T,53,6.1NRT,291.62,6.36,D
54.81348,34.87392,302.15,1.76,1.3,2023-04-20,0758,T,39,6.1NRT,290.24,9.88,D
54.80187,34.8717,337.38,1.76,1.3,2023-04-20,0758,T,90,6.1NRT,289.13,90.05,D
54.79997,34.89889,303.54,1.76,1.3,2023-04-20,0758,T,56,6.1NRT,287.4,11.79,D
53.91482,43.17636,305.37,1,1,2023-04-20,0758,T,50,6.1NRT,289.63,5.27,D
53.70194,44.57829,315.84,1.02,1.01,2023-04-20,0758,T,33,6.1NRT,293.79,9.36,D
54.92016,32.70073,301.71,2.22,1.44,2023-04-20,0758,T,35,6.1NRT,288.9,13.48,D
53.69083,44.58928,335.66,1.02,1.01,2023-04-20,0758,T,89,6.1NRT,295.68,31.61,D
53.68847,44.60413,321.49,1.02,1.01,2023-04-20,0758,T,68,6.1NRT,295.62,13.01,D
54.92146,32.69484,303.65,2.22,1.44,2023-04-20,0758,T,42,6.1NRT,289.67,16.93,D
54.91697,31.39283,302.79,2.55,1.54,2023-04-20,0758,T,20,6.1NRT,290.04,12.72,D
54.91081,31.38436,304.9,2.55,1.54,2023-04-20,0758,T,37,6.1NRT,290.6,17.22,D
54.63933,35.25498,309.95,1.68,1.28,2023-04-20,0758,T,69,6.1NRT,292.29,15.99,D
54.63737,35.28082,306.92,1.68,1.27,2023-04-20,0758,T,64,6.1NRT,293.33,11.72,D
54.86575,31.13712,302.1,2.62,1.55,2023-04-20,0758,T,48,6.1NRT,289.75,15.72,D
54.86411,31.1776,306.54,2.61,1.55,2023-04-20,0758,T,60,6.1NRT,290.61,26.34,D
54.80848,32.38971,311.99,2.29,1.46,2023-04-20,0758,T,52,6.1NRT,290.68,28.75,D
54.80668,32.42497,310.4,2.28,1.46,2023-04-20,0758,T,43,6.1NRT,290.18,24.89,D
54.2697,39.14258,316.43,1.18,1.08,2023-04-20,0758,T,73,6.1NRT,297.94,11.6,D
54.26777,39.16027,322.94,1.18,1.08,2023-04-20,0758,T,80,6.1NRT,297.83,19.49,D
54.18415,39.90258,315.13,1.12,1.05,2023-04-20,0758,T,70,6.1NRT,294.36,9.87,D
54.79538,32.38792,318,2.29,1.46,2023-04-20,0758,T,78,6.1NRT,290.18,46.44,D
54.7936,32.42316,311.14,2.28,1.46,2023-04-20,0758,T,67,6.1NRT,289.58,27.48,D
54.17486,39.89951,313.59,1.12,1.05,2023-04-20,0758,T,53,6.1NRT,295.69,8.01,D
53.78337,42.92297,317.47,1,1,2023-04-20,0758,T,76,6.1NRT,297.43,10.15,D
53.78125,42.93769,312.75,1,1,2023-04-20,0758,T,59,6.1NRT,296.64,6.4,D
54.71569,33.16276,302.68,2.1,1.41,2023-04-20,0758,T,53,6.1NRT,291.03,11.33,D
54.54271,35.77096,304.26,1.6,1.24,2023-04-20,0758,T,35,6.1NRT,291.36,6.63,D
54.79613,31.12949,301.37,2.62,1.55,2023-04-20,0758,T,46,6.1NRT,289.98,13.18,D
54.54257,35.76501,306.17,1.6,1.24,2023-04-20,0758,T,23,6.1NRT,291.48,8.54,D
54.391,37.01268,325.47,1.41,1.18,2023-04-20,0758,T,83,6.1NRT,291.25,36.96,D
54.38906,37.03397,322.8,1.41,1.17,2023-04-20,0758,T,81,6.1NRT,291.3,31.85,D
53.60587,43.43575,312.57,1,1,2023-04-20,0758,T,65,6.1NRT,294.07,7.8,D
54.15276,39.10077,311.32,1.18,1.08,2023-04-20,0758,T,65,6.1NRT,298.44,6.68,D
54.66207,31.99432,303.83,2.38,1.49,2023-04-20,0758,T,57,6.1NRT,289.34,17.93,D
54.54164,33.2841,306.93,2.07,1.4,2023-04-20,0758,T,64,6.1NRT,289.45,17.54,D
54.53982,33.31577,307.07,2.06,1.4,2023-04-20,0758,T,65,6.1NRT,290.24,17.76,D
54.06084,38.91871,318.15,1.19,1.09,2023-04-20,0758,T,63,6.1NRT,297.31,12.76,D
54.05894,38.9366,317.15,1.19,1.09,2023-04-20,0758,T,57,6.1NRT,296.7,11.65,D
54.53829,33.30981,307.83,2.06,1.4,2023-04-20,0758,T,43,6.1NRT,290.13,17.75,D
54.05893,38.91201,309.2,1.19,1.09,2023-04-20,0758,T,58,6.1NRT,296.95,5.8,D
54.05698,38.92989,318.58,1.19,1.09,2023-04-20,0758,T,75,6.1NRT,297.14,15.5,D
54.45533,33.64034,302.81,1.98,1.37,2023-04-20,0758,T,54,6.1NRT,290.53,10.85,D
54.5009,32.36412,301.62,2.28,1.46,2023-04-20,0758,T,48,6.1NRT,289.52,10.77,D
54.49916,32.39904,304.05,2.27,1.46,2023-04-20,0758,T,58,6.1NRT,290.11,15.07,D
54.3551,34.44521,307.82,1.82,1.32,2023-04-20,0758,T,66,6.1NRT,291.14,15.03,D
54.36065,34.43889,304.06,1.82,1.32,2023-04-20,0758,T,58,6.1NRT,291.15,10.08,D
54.16995,36.67133,315.37,1.45,1.19,2023-04-20,0758,T,74,6.1NRT,291.28,20.19,D
53.9826,38.48949,308.66,1.23,1.1,2023-04-20,0758,T,58,6.1NRT,296.14,6.73,D
54.43047,32.24027,312.02,2.3,1.47,2023-04-20,0758,T,72,6.1NRT,290.55,33.23,D
53.40239,42.91555,327.31,1,1,2023-04-20,0758,T,83,6.1NRT,298.78,20.84,D
53.84834,39.27601,308.78,1.16,1.07,2023-04-20,0758,T,31,6.1NRT,296.5,4.82,D
52.71658,46.96383,310.01,1.18,1.08,2023-04-20,0758,T,62,6.1NRT,296.57,6.11,D
54.39608,32.12802,303.59,2.33,1.48,2023-04-20,0758,T,37,6.1NRT,289.92,13.09,D
53.5141,41.85074,358.16,1.02,1.01,2023-04-20,0758,T,99,6.1NRT,292.59,79.86,D
53.51207,41.86564,332.31,1.02,1.01,2023-04-20,0758,T,86,6.1NRT,292.25,29.47,D
53.50527,41.84745,328.22,1.02,1.01,2023-04-20,0758,T,83,6.1NRT,291.73,23.62,D
53.50325,41.86235,332.87,1.02,1.01,2023-04-20,0758,T,87,6.1NRT,292.66,30.2,D
54.39967,32.1226,305.71,2.33,1.48,2023-04-20,0758,T,62,6.1NRT,290.09,18.73,D
54.11798,35.54592,307.92,1.61,1.25,2023-04-20,0758,T,64,6.1NRT,292.19,11.09,D
54.11609,35.57018,305.76,1.61,1.25,2023-04-20,0758,T,51,6.1NRT,292.52,8.32,D
54.08115,35.58025,306.96,1.6,1.25,2023-04-20,0758,T,61,6.1NRT,290.85,10.7,D
54.02235,36.2813,307.52,1.49,1.21,2023-04-20,0758,T,61,6.1NRT,293.31,9.91,D
54.0204,36.30363,306.91,1.49,1.21,2023-04-20,0758,T,59,6.1NRT,293.5,8.72,D
54.21682,32.1265,303.26,2.32,1.47,2023-04-20,0758,T,32,6.1NRT,289.66,11.46,D
54.22009,32.12108,306.01,2.32,1.47,2023-04-20,0758,T,63,6.1NRT,289.79,18.97,D
53.46709,40.26609,369.02,1.08,1.04,2023-04-20,0758,T,100,6.1NRT,299.65,120.17,D
53.46517,40.28196,337.69,1.08,1.04,2023-04-20,0758,T,89,6.1NRT,296.82,38,D
53.45797,40.26303,313.57,1.08,1.04,2023-04-20,0758,T,67,6.1NRT,295.91,8.01,D
53.32525,41.03738,316.71,1.04,1.02,2023-04-20,0758,T,36,6.1NRT,289.14,11.09,D
53.46832,39.72287,324.22,1.11,1.05,2023-04-20,0758,T,80,6.1NRT,297.72,18.12,D
53.45905,39.71991,315.47,1.11,1.05,2023-04-20,0758,T,41,6.1NRT,298.11,8.14,D
52.13346,48.07737,316.26,1.32,1.14,2023-04-20,0758,T,66,6.1NRT,297.81,13.39,D
53.24814,41.20025,312.14,1.03,1.01,2023-04-20,0758,T,21,6.1NRT,291.96,8.03,D
52.12373,48.07231,340.3,1.32,1.14,2023-04-20,0758,T,91,6.1NRT,298.7,58.19,D
52.1201,48.09058,323.61,1.32,1.14,2023-04-20,0758,T,79,6.1NRT,296.76,24.19,D
53.84477,35.26613,304.86,1.65,1.26,2023-04-20,0758,T,53,6.1NRT,290.83,11.09,D
53.84587,35.26048,304.51,1.65,1.26,2023-04-20,0758,T,54,6.1NRT,290.49,11.3,D
53.64016,36.90039,307.56,1.39,1.17,2023-04-20,0758,T,55,6.1NRT,293.41,7.41,D
51.38703,51.1196,318.16,1.87,1.34,2023-04-20,0758,T,70,6.1NRT,296.09,31.51,D
53.9018,32.774,304.1,2.15,1.42,2023-04-20,0758,T,57,6.1NRT,290.37,12.85,D
53.89992,32.80652,306.64,2.14,1.42,2023-04-20,0758,T,64,6.1NRT,290.5,17.3,D
53.3475,39.25894,306.93,1.14,1.06,2023-04-20,0758,T,44,6.1NRT,292.4,3.96,D
53.28865,39.60194,317.7,1.12,1.05,2023-04-20,0758,T,75,6.1NRT,295.28,13.01,D
53.28674,39.61831,316.41,1.11,1.05,2023-04-20,0758,T,73,6.1NRT,293.5,11.57,D
53.86543,32.7357,303.95,2.15,1.43,2023-04-20,0758,T,57,6.1NRT,289.98,13.6,D
53.80555,33.5433,301.18,1.97,1.37,2023-04-20,0758,T,45,6.1NRT,289.78,8.3,D
53.54984,36.89184,310.49,1.39,1.17,2023-04-20,0758,T,58,6.1NRT,292.19,9.68,D
53.46024,37.31986,313.67,1.33,1.14,2023-04-20,0758,T,60,6.1NRT,296.73,10.52,D
53.2021,39.63643,314.03,1.11,1.05,2023-04-20,0758,T,72,6.1NRT,292.52,10.65,D
53.19284,39.63342,307.91,1.11,1.05,2023-04-20,0758,T,43,6.1NRT,289.99,5.19,D
