latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18.82446,104.14227,320.81,1.06,1.03,2023-04-20,0644,A,40,6.1NRT,298.83,11.85,D
18.78162,103.83189,319.65,1.03,1.02,2023-04-20,0644,A,66,6.1NRT,291.85,9.61,D
18.6824,103.06283,328.3,1,1,2023-04-20,0644,A,72,6.1NRT,295.12,17.78,D
18.51218,101.89381,323.07,1.02,1.01,2023-04-20,0644,A,66,6.1NRT,306.02,8.27,D
18.51078,101.88435,334.76,1.02,1.01,2023-04-20,0644,A,83,6.1NRT,305.84,23.58,D
18.5009,101.81788,339.19,1.02,1.01,2023-04-20,0644,A,87,6.1NRT,304.88,29.65,D
18.39438,101.11053,324.13,1.07,1.03,2023-04-20,0644,A,28,6.1NRT,302.91,10.89,D
18.52375,101.84824,328.95,1.02,1.01,2023-04-20,0644,A,66,6.1NRT,304.34,16.76,D
18.52396,101.78876,378.19,1.02,1.01,2023-04-20,0644,A,100,6.1NRT,308.24,134.63,D
18.52253,101.77926,346.12,1.02,1.01,2023-04-20,0644,A,92,6.1NRT,306.56,39.8,D
18.59885,102.23043,323.19,1.01,1,2023-04-20,0644,A,53,6.1NRT,304.83,7.79,D
18.63246,102.39734,319.17,1,1,2023-04-20,0644,A,54,6.1NRT,303.05,6.29,D
18.6311,102.38803,321.57,1,1,2023-04-20,0644,A,65,6.1NRT,303.41,9,D
18.48528,101.41115,324.7,1.05,1.02,2023-04-20,0644,A,61,6.1NRT,305.42,7.9,D
18.83925,103.78767,357.84,1.03,1.02,2023-04-20,0644,A,99,6.1NRT,295.9,72.22,D
18.83792,103.77803,394.3,1.03,1.01,2023-04-20,0644,A,100,6.1NRT,305.4,219.19,D
18.6874,102.71288,367.81,1,1,2023-04-20,0644,A,0,6.1NRT,296.23,99.74,D
18.60423,102.14327,336.13,1.01,1,2023-04-20,0644,A,85,6.1NRT,303.26,27.59,D
18.60284,102.1339,328.27,1.01,1,2023-04-20,0644,A,25,6.1NRT,303.06,16.15,D
18.86021,103.87267,326.69,1.04,1.02,2023-04-20,0644,A,73,6.1NRT,292.72,18.81,D
19.08022,105.36747,323.45,1.2,1.09,2023-04-20,0644,A,74,6.1NRT,300.68,15.26,D
18.84221,103.61063,332.14,1.02,1.01,2023-04-20,0644,A,83,6.1NRT,300.15,24.07,D
18.721,102.63113,323.26,1,1,2023-04-20,0644,A,59,6.1NRT,305.27,8.23,D
18.61679,101.91924,326.7,1.02,1.01,2023-04-20,0644,A,74,6.1NRT,305.17,13.94,D
18.88767,103.73405,323.86,1.03,1.01,2023-04-20,0644,A,60,6.1NRT,299.04,13.06,D
18.61604,101.84483,320.96,1.02,1.01,2023-04-20,0644,A,44,6.1NRT,304.91,6.45,D
19.11924,105.41225,323.85,1.2,1.09,2023-04-20,0644,A,74,6.1NRT,299.18,16.94,D
19.11783,105.40116,316.92,1.2,1.09,2023-04-20,0644,A,59,6.1NRT,300.33,8.22,D
18.96453,104.2308,329.11,1.07,1.03,2023-04-20,0644,A,80,6.1NRT,299.77,20.86,D
18.9632,104.22098,316.53,1.06,1.03,2023-04-20,0644,A,29,6.1NRT,299.12,6.52,D
18.78394,102.929,320.77,1,1,2023-04-20,0644,A,64,6.1NRT,302.68,9.43,D
18.63966,101.88009,320.27,1.02,1.01,2023-04-20,0644,A,57,6.1NRT,301.56,9.58,D
18.63822,101.87051,335.29,1.02,1.01,2023-04-20,0644,A,84,6.1NRT,303.45,27.03,D
19.14015,105.42104,333.61,1.21,1.09,2023-04-20,0644,A,84,6.1NRT,301.4,31.96,D
19.1387,105.40975,336.31,1.2,1.09,2023-04-20,0644,A,86,6.1NRT,301.41,36.75,D
18.91071,103.70099,320.21,1.03,1.01,2023-04-20,0644,A,56,6.1NRT,299.31,7.76,D
18.90939,103.69149,326.9,1.03,1.01,2023-04-20,0644,A,78,6.1NRT,300.47,15.53,D
18.64857,101.87845,339.99,1.02,1.01,2023-04-20,0644,A,88,6.1NRT,301.41,34.93,D
18.64714,101.86885,367.04,1.02,1.01,2023-04-20,0644,A,100,6.1NRT,305.43,98.91,D
18.9277,103.75731,324.86,1.03,1.01,2023-04-20,0644,A,65,6.1NRT,298.39,12.32,D
18.9264,103.74785,378.9,1.03,1.01,2023-04-20,0644,A,100,6.1NRT,302.03,144.23,D
18.92241,103.71901,320.46,1.03,1.01,2023-04-20,0644,A,53,6.1NRT,300.19,7.56,D
18.99976,104.21511,320.6,1.06,1.03,2023-04-20,0644,A,53,6.1NRT,297.32,12.41,D
18.89939,103.48791,320.8,1.02,1.01,2023-04-20,0644,A,35,6.1NRT,299.55,9.03,D
18.89808,103.47853,328.73,1.02,1.01,2023-04-20,0644,A,79,6.1NRT,301.12,17.44,D
18.82652,102.84586,331.7,1,1,2023-04-20,0644,A,82,6.1NRT,303.74,21.34,D
18.71643,102.08933,326.57,1.01,1,2023-04-20,0644,A,60,6.1NRT,305.82,9.76,D
18.70809,102.0328,340.5,1.01,1.01,2023-04-20,0644,A,88,6.1NRT,304.39,32.82,D
18.70671,102.02345,325.63,1.01,1.01,2023-04-20,0644,A,72,6.1NRT,305.94,11.81,D
18.82063,102.74183,319.03,1,1,2023-04-20,0644,A,61,6.1NRT,301.63,8.58,D
18.57863,101.10846,318.82,1.07,1.03,2023-04-20,0644,A,43,6.1NRT,301.86,8.28,D
19.03362,104.1896,317.14,1.06,1.03,2023-04-20,0644,A,45,6.1NRT,290.08,9.69,D
19.03226,104.17968,325.74,1.06,1.03,2023-04-20,0644,A,66,6.1NRT,294.14,18.86,D
18.79445,102.49797,321.02,1,1,2023-04-20,0644,A,57,6.1NRT,303.05,8.27,D
18.69374,101.81229,322.02,1.02,1.01,2023-04-20,0644,A,0,6.1NRT,304.52,7.61,D
18.69895,101.78632,321.59,1.02,1.01,2023-04-20,0644,A,48,6.1NRT,303.73,6.28,D
18.89745,103.01944,323.99,1,1,2023-04-20,0644,A,73,6.1NRT,299.39,15,D
18.87217,102.84242,322.14,1,1,2023-04-20,0644,A,56,6.1NRT,304.31,7.09,D
18.85743,102.73985,322.28,1,1,2023-04-20,0644,A,70,6.1NRT,302.04,10.94,D
18.81761,102.40253,348.58,1,1,2023-04-20,0644,A,94,6.1NRT,304.19,47.27,D
18.81215,102.36517,320.22,1,1,2023-04-20,0644,A,55,6.1NRT,302.15,7.73,D
18.79985,102.28116,353.48,1,1,2023-04-20,0644,A,96,6.1NRT,303.93,58.59,D
18.79848,102.27186,341.87,1,1,2023-04-20,0644,A,90,6.1NRT,304,34.86,D
18.74566,101.91467,336.52,1.02,1.01,2023-04-20,0644,A,85,6.1NRT,304.05,27.65,D
18.74423,101.9051,328.04,1.02,1.01,2023-04-20,0644,A,77,6.1NRT,303.12,15.36,D
18.98446,103.50789,332.76,1.02,1.01,2023-04-20,0644,A,83,6.1NRT,302.48,20.41,D
18.92454,103.08223,346.72,1,1,2023-04-20,0644,A,93,6.1NRT,301.81,47.36,D
18.88457,102.80228,330.95,1,1,2023-04-20,0644,A,81,6.1NRT,303.53,19.98,D
18.88323,102.79296,320.11,1,1,2023-04-20,0644,A,53,6.1NRT,302.46,7.97,D
18.82649,102.40107,337.16,1,1,2023-04-20,0644,A,86,6.1NRT,303.11,27.82,D
18.81009,102.28897,326.62,1,1,2023-04-20,0644,A,76,6.1NRT,303.12,13.34,D
19.01208,103.64027,325.84,1.03,1.01,2023-04-20,0644,A,73,6.1NRT,299.54,15.19,D
18.89479,102.8102,329.47,1,1,2023-04-20,0644,A,79,6.1NRT,301.66,17.05,D
18.89345,102.80086,326.64,1,1,2023-04-20,0644,A,77,6.1NRT,301.99,14.75,D
18.83128,102.3716,336.44,1,1,2023-04-20,0644,A,86,6.1NRT,301.96,25.82,D
18.82992,102.36227,331.7,1,1,2023-04-20,0644,A,82,6.1NRT,302.79,19.59,D
18.81898,102.28751,355.5,1,1,2023-04-20,0644,A,97,6.1NRT,301.21,64.44,D
18.81761,102.27817,345.71,1,1,2023-04-20,0644,A,92,6.1NRT,302.86,43.78,D
18.79833,102.14694,330.6,1.01,1,2023-04-20,0644,A,80,6.1NRT,303.04,18.35,D
18.77473,101.98723,329.47,1.01,1.01,2023-04-20,0644,A,79,6.1NRT,303.11,19.38,D
18.77334,101.97784,328.68,1.01,1.01,2023-04-20,0644,A,78,6.1NRT,303.2,18.76,D
18.73806,101.74095,327.25,1.02,1.01,2023-04-20,0644,A,76,6.1NRT,303.63,14.21,D
18.83744,102.35148,326.08,1,1,2023-04-20,0644,A,75,6.1NRT,302.35,12.96,D
18.7413,101.70114,369.78,1.02,1.01,2023-04-20,0644,A,100,6.1NRT,305.53,107.25,D
18.73988,101.69168,324.23,1.03,1.01,2023-04-20,0644,A,55,6.1NRT,301.95,10.15,D
18.70583,101.34233,325.47,1.05,1.02,2023-04-20,0644,A,72,6.1NRT,305.05,13.55,D
19.33872,105.78848,327.24,1.27,1.12,2023-04-20,0644,A,66,6.1NRT,298.51,20.81,D
19.33718,105.77663,319.51,1.27,1.12,2023-04-20,0644,A,22,6.1NRT,299.05,10.36,D
18.85863,102.30971,322.42,1,1,2023-04-20,0644,A,69,6.1NRT,302.93,9.9,D
19.33901,105.78153,329.42,1.27,1.12,2023-04-20,0644,A,56,6.1NRT,298.85,22.72,D
18.78855,101.76488,325.66,1.02,1.01,2023-04-20,0644,A,55,6.1NRT,306.03,10.29,D
19.349,105.78033,324.82,1.27,1.12,2023-04-20,0644,A,55,6.1NRT,298.6,17.44,D
18.9072,102.50559,331.1,1,1,2023-04-20,0644,A,81,6.1NRT,301.94,20.97,D
19.2718,105.09487,318.6,1.16,1.07,2023-04-20,0644,A,62,6.1NRT,301.87,8.44,D
18.8847,102.28931,317.42,1,1,2023-04-20,0644,A,55,6.1NRT,301.74,6.41,D
18.79931,101.71435,329.89,1.02,1.01,2023-04-20,0644,A,75,6.1NRT,303.02,18.44,D
18.82151,101.73985,323.25,1.02,1.01,2023-04-20,0644,A,49,6.1NRT,303.95,8.39,D
19.26791,104.84338,319.24,1.13,1.06,2023-04-20,0644,A,58,6.1NRT,302.82,6.95,D
18.25044,98.11205,328.4,1.58,1.24,2023-04-20,0644,A,77,6.1NRT,303.3,34.16,D
18.92436,102.31168,322.32,1,1,2023-04-20,0644,A,70,6.1NRT,302.6,10.82,D
18.84936,101.8035,320.3,1.02,1.01,2023-04-20,0644,A,60,6.1NRT,303.8,6.83,D
19.1704,103.91473,326.38,1.04,1.02,2023-04-20,0644,A,77,6.1NRT,301.46,14.63,D
18.79676,101.3298,341.87,1.05,1.02,2023-04-20,0644,A,89,6.1NRT,312.76,30.48,D
18.79529,101.3201,346.12,1.05,1.02,2023-04-20,0644,A,92,6.1NRT,313.4,39.49,D
19.06263,103.08212,324.05,1.01,1,2023-04-20,0644,A,74,6.1NRT,298.91,15.33,D
19.01325,102.73663,327.45,1,1,2023-04-20,0644,A,78,6.1NRT,302.61,16.69,D
18.88896,101.7617,374.85,1.02,1.01,2023-04-20,0644,A,100,6.1NRT,304.94,124.72,D
18.88756,101.75238,346.39,1.02,1.01,2023-04-20,0644,A,93,6.1NRT,303.76,44.59,D
19.1251,103.32776,323.92,1.01,1.01,2023-04-20,0644,A,64,6.1NRT,302.48,11.46,D
18.87419,101.48036,328.54,1.04,1.02,2023-04-20,0644,A,50,6.1NRT,305.48,13.52,D
18.92485,101.75636,318.72,1.02,1.01,2023-04-20,0644,A,28,6.1NRT,301.12,7.15,D
18.90226,101.54412,331.35,1.03,1.01,2023-04-20,0644,A,81,6.1NRT,310.16,13.5,D
19.1016,102.8409,321.01,1,1,2023-04-20,0644,A,69,6.1NRT,300.22,10.63,D
19.10026,102.83154,329.16,1,1,2023-04-20,0644,A,80,6.1NRT,300.76,20.33,D
19.26566,103.94314,319.44,1.05,1.02,2023-04-20,0644,A,58,6.1NRT,304.02,8.26,D
19.23594,103.72867,323.61,1.03,1.02,2023-04-20,0644,A,73,6.1NRT,305.71,12.97,D
19.04032,102.35421,314.68,1,1,2023-04-20,0644,A,38,6.1NRT,299.45,6.76,D
18.98948,102.00711,326.55,1.01,1,2023-04-20,0644,A,76,6.1NRT,301.78,16.38,D
18.98111,101.95018,318.4,1.01,1.01,2023-04-20,0644,A,49,6.1NRT,304.05,6.08,D
18.78305,100.63887,325.43,1.11,1.05,2023-04-20,0644,A,60,6.1NRT,304.54,13.87,D
19.26136,103.84494,329.32,1.04,1.02,2023-04-20,0644,A,80,6.1NRT,303.67,15.37,D
19.25993,103.83473,343.6,1.04,1.02,2023-04-20,0644,A,91,6.1NRT,304.79,38.69,D
19.41871,104.96093,344.39,1.15,1.07,2023-04-20,0644,A,92,6.1NRT,302.57,51.79,D
19.42817,104.9592,316.86,1.15,1.07,2023-04-20,0644,A,30,6.1NRT,301.67,6.8,D
19.05562,102.2589,322.43,1,1,2023-04-20,0644,A,70,6.1NRT,300.17,13.84,D
18.61662,99.32137,320.08,1.3,1.13,2023-04-20,0644,A,59,6.1NRT,303.58,10.6,D
19.50417,105.32053,337.42,1.2,1.09,2023-04-20,0644,A,87,6.1NRT,302.29,39.57,D
19.50271,105.30925,316.9,1.2,1.09,2023-04-20,0644,A,58,6.1NRT,301.24,7.12,D
19.0657,102.1418,321.65,1.01,1,2023-04-20,0644,A,56,6.1NRT,301.55,10.08,D
19.11973,102.44912,320.2,1,1,2023-04-20,0644,A,63,6.1NRT,303.32,8.84,D
19.11837,102.43977,319.07,1,1,2023-04-20,0644,A,55,6.1NRT,303.88,7.87,D
18.91329,101.00469,319.61,1.07,1.03,2023-04-20,0644,A,40,6.1NRT,305.36,6.22,D
19.48082,104.91793,333.19,1.15,1.07,2023-04-20,0644,A,84,6.1NRT,302.43,27.26,D
19.47942,104.90738,318.47,1.15,1.07,2023-04-20,0644,A,54,6.1NRT,302.16,6.81,D
19.10749,102.24052,332.86,1,1,2023-04-20,0644,A,83,6.1NRT,302.12,23.84,D
19.10612,102.23118,321.26,1,1,2023-04-20,0644,A,63,6.1NRT,302.36,10.12,D
19.09237,102.13735,321.7,1.01,1,2023-04-20,0644,A,54,6.1NRT,302.55,8.3,D
19.32136,103.54646,329.89,1.03,1.01,2023-04-20,0644,A,81,6.1NRT,303.07,18.67,D
19.51411,104.91921,319.73,1.15,1.07,2023-04-20,0644,A,52,6.1NRT,302.92,7.78,D
19.14287,102.22906,322.23,1,1,2023-04-20,0644,A,59,6.1NRT,301.62,9.88,D
19.00637,101.25708,317.8,1.05,1.02,2023-04-20,0644,A,54,6.1NRT,302.76,8.19,D
19.27916,102.85725,342.1,1,1,2023-04-20,0644,A,90,6.1NRT,302.17,39.29,D
19.27785,102.84802,354.93,1,1,2023-04-20,0644,A,97,6.1NRT,305.47,65.55,D
18.82623,99.86058,323.72,1.2,1.09,2023-04-20,0644,A,69,6.1NRT,304.67,12.84,D
19.65251,105.45599,314.89,1.23,1.1,2023-04-20,0644,A,52,6.1NRT,299.66,6.25,D
19.06211,101.25719,323.27,1.05,1.02,2023-04-20,0644,A,70,6.1NRT,303.96,13.21,D
19.22213,102.27347,322.96,1,1,2023-04-20,0644,A,63,6.1NRT,307.32,8.4,D
18.63501,98.49123,316.29,1.46,1.2,2023-04-20,0644,A,32,6.1NRT,300.57,14.15,D
19.01776,100.85088,326.95,1.08,1.04,2023-04-20,0644,A,76,6.1NRT,305.2,13.46,D
18.90601,99.84041,322.63,1.2,1.09,2023-04-20,0644,A,65,6.1NRT,304.83,12.76,D
19.04863,100.46352,315.35,1.12,1.05,2023-04-20,0644,A,22,6.1NRT,300.4,6,D
19.45319,103.10549,325.68,1.01,1,2023-04-20,0644,A,48,6.1NRT,309.43,8.85,D
19.29404,101.94152,317.37,1.01,1,2023-04-20,0644,A,46,6.1NRT,302.11,8.92,D
19.73826,105.00706,325.99,1.17,1.07,2023-04-20,0644,A,77,6.1NRT,294.87,22.34,D
19.39011,102.47314,325.57,1,1,2023-04-20,0644,A,72,6.1NRT,306.41,12.28,D
19.42192,102.63057,327.89,1,1,2023-04-20,0644,A,63,6.1NRT,301.79,16.13,D
19.44558,102.73211,333.04,1,1,2023-04-20,0644,A,83,6.1NRT,305.66,19.12,D
19.57034,103.48534,326.74,1.02,1.01,2023-04-20,0644,A,77,6.1NRT,302.1,15.88,D
19.50616,103.02955,330.14,1.01,1,2023-04-20,0644,A,73,6.1NRT,304.26,17.3,D
19.70339,104.38425,323.83,1.09,1.04,2023-04-20,0644,A,53,6.1NRT,293.77,14.1,D
19.24232,101.10737,325.34,1.05,1.03,2023-04-20,0644,A,28,6.1NRT,309.74,13.15,D
19.7217,104.39466,347.32,1.1,1.04,2023-04-20,0644,A,93,6.1NRT,296.71,55.78,D
19.72046,104.38528,436.93,1.09,1.04,2023-04-20,0644,A,87,6.1NRT,302.25,625.31,D
19.41095,102.1666,326.27,1,1,2023-04-20,0644,A,70,6.1NRT,301.04,16.04,D
19.40957,102.1572,323.3,1,1,2023-04-20,0644,A,57,6.1NRT,302.43,12.33,D
19.64498,103.75468,330.5,1.04,1.02,2023-04-20,0644,A,51,6.1NRT,304.12,17.77,D
19.64362,103.74473,327.17,1.04,1.02,2023-04-20,0644,A,36,6.1NRT,307.03,11.98,D
19.65404,103.75336,333.42,1.04,1.02,2023-04-20,0644,A,73,6.1NRT,306.91,22.8,D
19.79671,104.7468,405.95,1.13,1.06,2023-04-20,0644,A,100,6.1NRT,302.62,338.14,D
19.79535,104.73642,346.65,1.13,1.06,2023-04-20,0644,A,93,6.1NRT,299.82,54.9,D
19.66573,103.77121,361.32,1.04,1.02,2023-04-20,0644,A,100,6.1NRT,305.7,86.08,D
19.66442,103.7616,339.59,1.04,1.02,2023-04-20,0644,A,88,6.1NRT,305.64,35.08,D
19.19793,100.57911,319.21,1.1,1.05,2023-04-20,0644,A,55,6.1NRT,303.6,9.85,D
19.68683,103.85766,339.39,1.05,1.02,2023-04-20,0644,A,88,6.1NRT,301.55,36.53,D
19.66943,103.73079,332.66,1.04,1.02,2023-04-20,0644,A,66,6.1NRT,304.51,20.91,D
19.66809,103.72109,329.37,1.04,1.02,2023-04-20,0644,A,56,6.1NRT,306.4,15.25,D
19.69736,103.86671,359.33,1.05,1.02,2023-04-20,0644,A,99,6.1NRT,305.57,77.92,D
19.69594,103.85647,364.06,1.05,1.02,2023-04-20,0644,A,100,6.1NRT,308.02,93.01,D
19.76926,104.32641,341.11,1.09,1.04,2023-04-20,0644,A,90,6.1NRT,300.67,41.09,D
19.70639,103.86501,336.57,1.05,1.02,2023-04-20,0644,A,86,6.1NRT,304.81,26.74,D
19.70506,103.8553,352.53,1.05,1.02,2023-04-20,0644,A,96,6.1NRT,309.89,59.32,D
18.99373,99.11422,319.55,1.32,1.14,2023-04-20,0644,A,63,6.1NRT,304.08,9.75,D
19.81138,104.49813,346.92,1.11,1.05,2023-04-20,0644,A,93,6.1NRT,302.73,52.27,D
19.81,104.4879,332.28,1.11,1.05,2023-04-20,0644,A,83,6.1NRT,301.24,24.9,D
19.72448,103.86175,323.76,1.05,1.02,2023-04-20,0644,A,46,6.1NRT,303.7,11.26,D
19.8175,104.50204,327.12,1.11,1.05,2023-04-20,0644,A,58,6.1NRT,302.83,15.24,D
19.81614,104.49161,341.8,1.11,1.05,2023-04-20,0644,A,68,6.1NRT,303.37,39.69,D
19.71917,103.69678,347.55,1.04,1.02,2023-04-20,0644,A,93,6.1NRT,308,47.05,D
19.83349,104.47906,323.32,1.11,1.05,2023-04-20,0644,A,67,6.1NRT,303.29,12.12,D
19.83209,104.46842,319.65,1.1,1.05,2023-04-20,0644,A,34,6.1NRT,302.07,9.35,D
19.72823,103.69553,332.86,1.04,1.02,2023-04-20,0644,A,53,6.1NRT,306.43,20.44,D
19.7069,103.54021,346.15,1.03,1.01,2023-04-20,0644,A,92,6.1NRT,310.07,42.64,D
19.7436,103.67308,324.42,1.04,1.02,2023-04-20,0644,A,63,6.1NRT,302.15,10.32,D
19.73683,103.6239,332.86,1.03,1.02,2023-04-20,0644,A,82,6.1NRT,304.26,23.56,D
19.28149,100.52632,322.39,1.1,1.05,2023-04-20,0644,A,67,6.1NRT,305.71,10.8,D
19.44232,101.51501,317.93,1.03,1.01,2023-04-20,0644,A,29,6.1NRT,298.21,8.44,D
19.87483,104.50396,332.81,1.11,1.05,2023-04-20,0644,A,83,6.1NRT,301.33,24.33,D
19.87349,104.49385,344.6,1.11,1.05,2023-04-20,0644,A,92,6.1NRT,302.73,45.82,D
19.76032,103.66058,328.31,1.04,1.02,2023-04-20,0644,A,45,6.1NRT,308.11,13.84,D
19.59291,102.47554,324.72,1,1,2023-04-20,0644,A,71,6.1NRT,308.13,10.03,D
19.88557,104.51311,317.61,1.11,1.05,2023-04-20,0644,A,28,6.1NRT,298.36,6.26,D
19.88003,104.47169,321.14,1.11,1.05,2023-04-20,0644,A,10,6.1NRT,302.16,9.26,D
19.78549,103.77615,320.82,1.04,1.02,2023-04-20,0644,A,51,6.1NRT,302.75,7.2,D
19.78411,103.76613,339.07,1.04,1.02,2023-04-20,0644,A,88,6.1NRT,304.7,31.88,D
19.78274,103.75622,338.46,1.04,1.02,2023-04-20,0644,A,87,6.1NRT,304.35,31.57,D
19.80675,103.86324,328.42,1.05,1.02,2023-04-20,0644,A,57,6.1NRT,305.31,16.3,D
19.79995,103.81393,344.78,1.05,1.02,2023-04-20,0644,A,92,6.1NRT,304.81,42.55,D
19.79457,103.77484,346.82,1.04,1.02,2023-04-20,0644,A,93,6.1NRT,306.71,46.08,D
19.7932,103.76496,337.96,1.04,1.02,2023-04-20,0644,A,87,6.1NRT,306.59,29.53,D
19.58212,102.27604,323.16,1,1,2023-04-20,0644,A,58,6.1NRT,306.83,7.83,D
19.58075,102.26672,337.04,1,1,2023-04-20,0644,A,86,6.1NRT,309.16,26.22,D
19.92276,104.64788,336.82,1.13,1.06,2023-04-20,0644,A,86,6.1NRT,303.47,32.8,D
19.81457,103.85253,324.69,1.05,1.02,2023-04-20,0644,A,32,6.1NRT,308.2,9.38,D
19.80906,103.81273,342.55,1.05,1.02,2023-04-20,0644,A,90,6.1NRT,306.05,37.44,D
19.78738,103.65619,326.94,1.04,1.02,2023-04-20,0644,A,76,6.1NRT,306.08,14.79,D
19.78598,103.64625,324.7,1.04,1.02,2023-04-20,0644,A,72,6.1NRT,305.91,12.15,D
19.76181,103.4726,323.88,1.03,1.01,2023-04-20,0644,A,56,6.1NRT,306.67,9.52,D
19.65594,102.72421,376.06,1,1,2023-04-20,0644,A,100,6.1NRT,312.03,124.93,D
19.65459,102.71484,354.12,1,1,2023-04-20,0644,A,97,6.1NRT,310.4,57.22,D
19.61546,102.44309,325.35,1,1,2023-04-20,0644,A,69,6.1NRT,307.57,9.96,D
19.41117,101.06345,332.04,1.05,1.03,2023-04-20,0644,A,81,6.1NRT,303.47,23.78,D
19.40966,101.0535,327.48,1.06,1.03,2023-04-20,0644,A,71,6.1NRT,306.5,17.59,D
19.92945,104.65118,327.44,1.13,1.06,2023-04-20,0644,A,78,6.1NRT,302.56,18.86,D
19.92805,104.64032,324.69,1.13,1.06,2023-04-20,0644,A,69,6.1NRT,303.74,15.05,D
19.90602,104.47141,327.06,1.11,1.05,2023-04-20,0644,A,77,6.1NRT,304.25,19.91,D
19.9582,104.79874,336.57,1.15,1.07,2023-04-20,0644,A,86,6.1NRT,301.54,33.16,D
19.95686,104.78841,371.71,1.14,1.07,2023-04-20,0644,A,100,6.1NRT,303.52,135.57,D
19.83311,103.85367,326.79,1.05,1.02,2023-04-20,0644,A,29,6.1NRT,308.23,12.82,D
19.81826,103.74417,323.8,1.04,1.02,2023-04-20,0644,A,71,6.1NRT,306.99,12.33,D
19.78905,103.53065,372.3,1.03,1.01,2023-04-20,0644,A,100,6.1NRT,308.82,117.85,D
19.78774,103.52115,340.57,1.03,1.01,2023-04-20,0644,A,88,6.1NRT,308.07,34.05,D
19.76514,103.35748,333.56,1.02,1.01,2023-04-20,0644,A,61,6.1NRT,307.88,22.58,D
19.61106,102.27428,331.4,1,1,2023-04-20,0644,A,80,6.1NRT,307.47,17.74,D
19.60972,102.26499,342.29,1,1,2023-04-20,0644,A,89,6.1NRT,308.11,34.44,D
19.84486,103.87186,329.47,1.05,1.02,2023-04-20,0644,A,79,6.1NRT,307.4,16.39,D
19.43401,101.03195,353.48,1.06,1.03,2023-04-20,0644,A,96,6.1NRT,309.88,62.07,D
19.97707,104.79532,336.13,1.15,1.07,2023-04-20,0644,A,86,6.1NRT,302.87,32.37,D
19.80169,103.48912,325.19,1.03,1.01,2023-04-20,0644,A,49,6.1NRT,306.02,11.38,D
19.78441,103.36443,332.42,1.02,1.01,2023-04-20,0644,A,61,6.1NRT,310.1,17.72,D
19.64651,102.39315,321.81,1,1,2023-04-20,0644,A,52,6.1NRT,305.5,6.83,D
19.58888,101.99902,330.95,1.01,1,2023-04-20,0644,A,67,6.1NRT,304.76,19.29,D
19.51827,101.52493,325.83,1.02,1.01,2023-04-20,0644,A,53,6.1NRT,304.44,12.72,D
19.95134,104.52648,317.01,1.11,1.05,2023-04-20,0644,A,48,6.1NRT,299.21,9.01,D
19.94995,104.51606,322.16,1.11,1.05,2023-04-20,0644,A,70,6.1NRT,299.37,14.54,D
19.84685,103.7504,334.48,1.04,1.02,2023-04-20,0644,A,84,6.1NRT,306.72,25.71,D
19.84551,103.74059,330.14,1.04,1.02,2023-04-20,0644,A,79,6.1NRT,306.54,19.39,D
19.80005,103.41103,327.71,1.02,1.01,2023-04-20,0644,A,59,6.1NRT,310.23,9.46,D
19.86402,103.80817,323.93,1.05,1.02,2023-04-20,0644,A,57,6.1NRT,304.45,11.51,D
19.86268,103.79834,333.04,1.05,1.02,2023-04-20,0644,A,82,6.1NRT,307.11,24.42,D
19.84104,103.64092,322.25,1.04,1.02,2023-04-20,0644,A,55,6.1NRT,304.34,11.36,D
19.66087,102.30448,329,1,1,2023-04-20,0644,A,77,6.1NRT,305.75,15.83,D
20.02053,104.83189,316.47,1.15,1.07,2023-04-20,0644,A,56,6.1NRT,302.27,7.49,D
20.01911,104.82114,316.78,1.15,1.07,2023-04-20,0644,A,57,6.1NRT,302.45,7.32,D
19.88488,103.825,336.91,1.05,1.02,2023-04-20,0644,A,86,6.1NRT,307.85,27.65,D
19.88349,103.81492,335.61,1.05,1.02,2023-04-20,0644,A,82,6.1NRT,307.42,26.56,D
19.98492,104.49232,361.86,1.11,1.05,2023-04-20,0644,A,94,6.1NRT,305.48,94.76,D
19.98349,104.48174,329.73,1.11,1.05,2023-04-20,0644,A,68,6.1NRT,304.61,21.49,D
19.8981,103.85357,339.79,1.05,1.02,2023-04-20,0644,A,88,6.1NRT,307.4,32.12,D
19.894,103.82381,330.85,1.05,1.02,2023-04-20,0644,A,69,6.1NRT,307.03,19.33,D
19.73808,102.71378,321.57,1,1,2023-04-20,0644,A,59,6.1NRT,305.53,6.98,D
19.59755,101.68726,324.07,1.02,1.01,2023-04-20,0644,A,46,6.1NRT,306.55,8.59,D
19.55048,101.37172,319.19,1.03,1.02,2023-04-20,0644,A,33,6.1NRT,304.91,7.58,D
19.91133,103.82549,333.75,1.05,1.02,2023-04-20,0644,A,83,6.1NRT,306.98,21.53,D
19.85154,103.38751,327.39,1.02,1.01,2023-04-20,0644,A,43,6.1NRT,307.15,11.93,D
19.98623,104.31586,324.62,1.09,1.04,2023-04-20,0644,A,41,6.1NRT,304.72,13.14,D
19.92174,103.83377,351.92,1.05,1.02,2023-04-20,0644,A,96,6.1NRT,306.52,57.07,D
19.92042,103.82403,403.54,1.05,1.02,2023-04-20,0644,A,100,6.1NRT,314.68,280.62,D
19.91903,103.81371,343.35,1.05,1.02,2023-04-20,0644,A,90,6.1NRT,307.91,38.24,D
